density	pressure [atm]	error [atm]
0.0284	39942.970971514245	3397.7723610373887
0.0286	41196.67204447776	3374.7040785810796
0.0288	41992.38971164418	3355.1258499736728
0.029	43262.77514392803	3348.8050051376244
0.0292	44198.21384407796	3434.11453564528
0.0294	45353.890647676155	3522.2226614492592
0.0296	46405.73859670165	3543.0680710103998
0.0298	47685.20406446776	3655.6800496117285
0.03	48784.18523938031	3603.335599816448
0.0302	50125.355752123935	3735.308866091143
0.0304	51209.08762268866	3732.20789994164
0.0306	52414.67157171414	3770.1741616805753
0.0308	53844.55777561219	3919.46168537477
0.031	55029.14992303849	3785.3281950141186
0.0312	56396.64998450774	3978.1319346437417
0.031400000000000004	57836.20054972514	3930.256573216547
0.0316	59257.17588555722	3919.0081013429194
0.0318	60669.16203498251	4118.532299004136
0.032	62128.59436331835	4184.417626979396
0.0322	63570.63544277861	4180.187918501694
0.0324	65155.55591404298	4206.304050938066
0.0326	66546.12448525737	4297.050340850875
0.0328	68317.36974662669	4216.720947542731
0.033	69863.35224837581	4142.331577184063
0.0332	71365.95730734633	4346.7872379126975
0.0334	73057.46397251375	4461.160902029897
0.0336	75124.97615292354	4503.152841819224
0.033800000000000004	76654.47292553724	4560.782984341092
0.034	78514.43664617691	4525.982436252866
0.0342	80316.03328735632	4603.922534270401
0.0344	82090.87288605697	4874.924975381857
0.0346	83996.24657821089	4697.305649420924
0.0348	85891.5695682159	4766.439626268774
0.035	88023.6655732134	4881.5160211730135
0.0352	90142.6427946027	4912.076319277417
0.0354	92215.86333133433	4880.868019171571
0.0356	94224.23421089456	4940.096826398624
0.0358	96390.85107696152	5124.389719116067
0.036	98631.28348125936	5074.916441951029
0.0362	100832.87043428286	5210.273177542187
0.0364	103210.46985307346	5187.102223090349
0.0366	105377.13631434283	5419.389455051477
0.0368	107911.59818690654	5444.697007750193
0.037	110204.26896751624	5365.584241427476
0.037200000000000004	112895.51823688154	5512.6091402424545
0.0374	115437.72371814093	5549.593652394505
0.0376	117906.14285857072	5664.725578209594
0.0378	120688.4875312344	5730.338714512605
0.038	123292.42479260369	5672.670709815604
0.0382	125844.0504447776	5819.8978706535245
0.038400000000000004	129291.98298350823	5684.361780543863
0.0386	131761.23301349324	6024.474378079892
0.0388	134741.71505747127	6187.337841376616
0.039	137756.14690154925	5971.249036865675
0.0392	140899.7767916042	6193.317016997336
0.0394	143952.95041979008	6035.6865344349135
0.0396	147209.32190404797	6278.568379104665
0.0398	150429.13142928536	6280.552049331498
0.04	153573.03608195903	6465.123688068499
